MatchId;Round;Host;Guest;Date;Hour;Attendance;HostGoals;GuestGoals
50;6;Lechia Gdańsk;Raków Częstochowa;23 sierpnia;20:30;11976;1;2
51;6;Motor Lublin;Puszcza Niepołomice;24 sierpnia;14:45;10993;0;0
52;6;Piast Gliwice;Zagłębie Lubin;24 sierpnia;20:15;4516;1;0
53;6;Śląsk Wrocław;Legia Warszawa;25 sierpnia;20:15;36208;1;1
54;6;Widzew Łódź;Radomiak Radom;23 sierpnia;18:00;16467;3;2
55;7;Górnik Zabrze;Lechia Gdańsk;1 września;12:15;21148;2;3
56;7;Jagiellonia Białystok;Widzew Łódź;1 września;20:15;13076;1;0
57;7;Legia Warszawa;Motor Lublin;1 września;14:45;27142;5;2
58;7;Pogoń Szczecin;Śląsk Wrocław;1 września;17:30;19794;5;3
59;7;Puszcza Niepołomice;Korona Kielce;31 sierpnia;14:45;2411;0;0
60;7;Radomiak Radom;Cracovia;31 sierpnia;20:15;7799;2;1
61;7;Raków Częstochowa;Piast Gliwice;30 sierpnia;18:00;5454;0;1
62;7;Stal Mielec;Lech Poznań;30 sierpnia;20:30;6477;0;2
63;7;Zagłębie Lubin;GKS Katowice;31 sierpnia;17:30;5753;1;0
64;8;Cracovia;Pogoń Szczecin;14 września;17:30;2800;2;1
65;8;GKS Katowice;Widzew Łódź;13 września;20:30;6756;2;2
66;8;Korona Kielce;Zagłębie Lubin;15 września;14:45;10642;2;0
67;8;Lech Poznań;Jagiellonia Białystok;14 września;20:15;32365;5;0
68;8;Lechia Gdańsk;Radomiak Radom;14 września;14:45;9642;1;0
69;8;Legia Warszawa;Raków Częstochowa;15 września;17:30;26102;0;1
70;8;Motor Lublin;Górnik Zabrze;13 września;18:00;12497;1;0
71;8;Piast Gliwice;Puszcza Niepołomice;15 września;12:15;5779;1;1
72;8;Śląsk Wrocław;Stal Mielec;23 października;18:30;13825;2;1
73;9;Górnik Zabrze;GKS Katowice;21 września;20:15;22371;3;0
74;9;Jagiellonia Białystok;Lechia Gdańsk;21 września;14:45;15101;3;2
75;9;Lech Poznań;Śląsk Wrocław;22 września;17:30;34285;1;0
76;9;Pogoń Szczecin;Legia Warszawa;20 września;20:30;20415;1;0
77;9;Puszcza Niepołomice;Cracovia;21 września;12:15;4095;1;2
78;9;Radomiak Radom;Korona Kielce;20 września;18:00;8555;4;0
79;9;Raków Częstochowa;Zagłębie Lubin;22 września;14:45;5324;5;1
80;9;Stal Mielec;Motor Lublin;22 września;12:15;5210;1;0
81;9;Widzew Łódź;Piast Gliwice;21 września;17:30;16922;1;0
82;10;Cracovia;Stal Mielec;30 września;19:00;8873;1;1
83;10;GKS Katowice;Pogoń Szczecin;27 września;18:00;6759;3;1
84;10;Korona Kielce;Lech Poznań;29 września;14:45;12923;2;3
85;10;Lechia Gdańsk;Widzew Łódź;27 września;20:30;9937;1;1
86;10;Legia Warszawa;Górnik Zabrze;28 września;20:15;24438;1;1
87;10;Motor Lublin;Śląsk Wrocław;28 września;17:30;14436;2;1
88;10;Piast Gliwice;Jagiellonia Białystok;29 września;17:30;5128;0;1
89;10;Raków Częstochowa;Puszcza Niepołomice;28 września;14:45;5211;2;0
90;10;Zagłębie Lubin;Radomiak Radom;29 września;12:15;4042;1;0
91;11;Górnik Zabrze;Zagłębie Lubin;5 października;17:30;12626;0;1
92;11;Jagiellonia Białystok;Legia Warszawa;6 października;20:15;20029;1;1
93;11;Lech Poznań;Motor Lublin;5 października;20:15;24368;1;2
94;11;Pogoń Szczecin;Piast Gliwice;6 października;17:30;19148;1;0
95;11;Puszcza Niepołomice;GKS Katowice;4 października;18:00;1609;0;6
96;11;Radomiak Radom;Raków Częstochowa;5 października;14:45;8545;0;2
97;11;Stal Mielec;Lechia Gdańsk;5 października;12:15;3932;2;1
98;11;Śląsk Wrocław;Cracovia;6 października;14:45;14482;2;4
99;11;Widzew Łódź;Korona Kielce;4 października;20:30;16692;0;1
100;12;Cracovia;Lech Poznań;19 października;20:15;13449;0;2
101;12;GKS Katowice;Śląsk Wrocław;20 października;12:15;6750;0;0
102;12;Górnik Zabrze;Stal Mielec;20 października;14:45;14130;3;1
103;12;Korona Kielce;Piast Gliwice;18 października;18:00;8735;0;2
104;12;Lechia Gdańsk;Legia Warszawa;18 października;20:30;25000;0;2
105;12;Motor Lublin;Widzew Łódź;19 października;14:45;13357;3;4
106;12;Radomiak Radom;Puszcza Niepołomice;21 października;19:00;6378;2;0
107;12;Raków Częstochowa;Pogoń Szczecin;20 października;17:30;5443;1;0
108;12;Zagłębie Lubin;Jagiellonia Białystok;19 października;17:30;6283;1;3
109;13;Cracovia;Motor Lublin;26 października;14:45;10007;6;2
110;13;Jagiellonia Białystok;Korona Kielce;27 października;14:45;15089;3;1
111;13;Lech Poznań;Radomiak Radom;26 października;20:15;32648;2;1
112;13;Legia Warszawa;GKS Katowice;27 października;20:15;25188;4;1
113;13;Piast Gliwice;Lechia Gdańsk;25 października;18:00;4670;3;3
114;13;Pogoń Szczecin;Puszcza Niepołomice;25 października;20:30;17454;2;1
115;13;Stal Mielec;Zagłębie Lubin;27 października;12:15;3845;2;2
116;13;Śląsk Wrocław;Raków Częstochowa;26 października;17:30;16265;0;0
117;13;Widzew Łódź;Górnik Zabrze;27 października;17:30;16231;0;2
118;14;GKS Katowice;Korona Kielce;4 listopada;18:00;7005;1;2
119;14;Górnik Zabrze;Jagiellonia Białystok;3 listopada;14:45;18079;0;2
120;14;Lechia Gdańsk;Cracovia;3 listopada;17:30;10711;1;2
121;14;Legia Warszawa;Widzew Łódź;3 listopada;20:15;26236;2;1
122;14;Motor Lublin;Pogoń Szczecin;2 listopada;17:30;13719;4;2
123;14;Puszcza Niepołomice;Lech Poznań;2 listopada;20:15;2266;2;0
124;14;Radomiak Radom;Piast Gliwice;3 listopada;12:15;6002;1;1
125;14;Raków Częstochowa;Stal Mielec;2 listopada;14:45;5287;1;0
126;14;Zagłębie Lubin;Śląsk Wrocław;4 listopada;20:30;7613;3;0
127;15;Cracovia;GKS Katowice;9 listopada;14:45;10679;3;4
128;15;Jagiellonia Białystok;Raków Częstochowa;10 listopada;14:45;17089;2;2
129;15;Korona Kielce;Lechia Gdańsk;9 listopada;12:15;8296;0;0
130;15;Lech Poznań;Legia Warszawa;10 listopada;17:30;40838;5;2
131;15;Piast Gliwice;Motor Lublin;8 listopada;18:00;4311;2;3
132;15;Pogoń Szczecin;Radomiak Radom;8 listopada;20:30;13803;0;1
133;15;Stal Mielec;Puszcza Niepołomice;10 listopada;12:15;3832;2;0
134;15;Śląsk Wrocław;Górnik Zabrze;9 listopada;20:15;12904;0;1
135;15;Widzew Łódź;Zagłębie Lubin;9 listopada;17:30;16869;2;0
136;16;Górnik Zabrze;Piast Gliwice;24 listopada;17:30;18270;1;0
137;16;Jagiellonia Białystok;Śląsk Wrocław;22 listopada;20:30;14579;2;2
138;16;Lech Poznań;GKS Katowice;23 listopada;17:30;28254;2;0
139;16;Lechia Gdańsk;Pogoń Szczecin;23 listopada;14:45;8929;0;3
140;16;Legia Warszawa;Cracovia;23 listopada;20:15;25121;3;2
141;16;Puszcza Niepołomice;Widzew Łódź;25 listopada;19:00;1243;2;0
142;16;Radomiak Radom;Stal Mielec;24 listopada;12:15;6555;1;2
143;16;Raków Częstochowa;Korona Kielce;24 listopada;14:45;5338;1;1
144;16;Zagłębie Lubin;Motor Lublin;22 listopada;18:00;3364;1;2
145;17;Cracovia;Zagłębie Lubin;29 listopada;18:00;9329;1;1
146;17;GKS Katowice;Lechia Gdańsk;30 listopada;17:30;6699;2;0
147;17;Korona Kielce;Górnik Zabrze;1 grudnia;12:15;9447;2;4
148;17;Motor Lublin;Radomiak Radom;2 grudnia;19:00;13784;1;0
149;17;Piast Gliwice;Lech Poznań;29 listopada;20:30;5324;0;0
150;17;Pogoń Szczecin;Jagiellonia Białystok;1 grudnia;14:45;17958;1;1
151;17;Stal Mielec;Legia Warszawa;1 grudnia;17:30;6337;2;2
152;17;Śląsk Wrocław;Puszcza Niepołomice;30 listopada;14:45;11727;0;1
153;17;Widzew Łódź;Raków Częstochowa;30 listopada;20:15;16319;2;3
154;18;Górnik Zabrze;Lech Poznań;6 grudnia;20:30;21059;2;1
155;18;Korona Kielce;Pogoń Szczecin;9 grudnia;19:00;6470;0;0
156;18;Lechia Gdańsk;Śląsk Wrocław;7 grudnia;14:45;8818;1;0
157;18;Piast Gliwice;Cracovia;8 grudnia;12:15;4650;0;0
158;18;Puszcza Niepołomice;Jagiellonia Białystok;8 grudnia;14:45;2124;1;1
159;18;Radomiak Radom;GKS Katowice;6 grudnia;18:00;3877;1;1
160;18;Raków Częstochowa;Motor Lublin;7 grudnia;20:15;5500;2;2
161;18;Widzew Łódź;Stal Mielec;7 grudnia;17:30;15136;2;1
162;18;Zagłębie Lubin;Legia Warszawa;8 grudnia;17:30;7859;0;3
163;19;Cracovia;Raków Częstochowa;1 lutego;17:30;12704;0;0
164;19;GKS Katowice;Stal Mielec;31 stycznia;18:00;7067;1;0
165;19;Górnik Zabrze;Puszcza Niepołomice;2 lutego;12:15;14836;1;1
166;19;Jagiellonia Białystok;Radomiak Radom;2 lutego;14:45;16107;5;0
167;19;Lech Poznań;Widzew Łódź;31 stycznia;20:30;30542;4;1
168;19;Legia Warszawa;Korona Kielce;2 lutego;17:30;24169;1;1
169;19;Motor Lublin;Lechia Gdańsk;1 lutego;14:45;13161;1;1
170;19;Pogoń Szczecin;Zagłębie Lubin;1 lutego;20:15;11910;1;0
171;19;Śląsk Wrocław;Piast Gliwice;3 lutego;19:00;9744;1;3
172;20;Korona Kielce;Motor Lublin;9 lutego;12:15;9544;1;0
173;20;Lechia Gdańsk;Lech Poznań;9 lutego;17:30;13869;1;0
174;20;Piast Gliwice;Legia Warszawa;8 lutego;20:15;8304;1;0
175;20;Pogoń Szczecin;Górnik Zabrze;7 lutego;20:30;13245;3;0
176;20;Puszcza Niepołomice;Zagłębie Lubin;10 lutego;19:00;1395;1;2
177;20;Radomiak Radom;Śląsk Wrocław;8 lutego;14:45;6262;1;1
178;20;Raków Częstochowa;GKS Katowice;8 lutego;17:30;5500;1;2
179;20;Stal Mielec;Jagiellonia Białystok;7 lutego;18:00;5039;2;1
180;20;Widzew Łódź;Cracovia;9 lutego;14:45;17337;1;1
181;21;Cracovia;Korona Kielce;14 lutego;18:00;7719;1;1
182;21;GKS Katowice;Piast Gliwice;16 lutego;14:45;6753;0;0
183;21;Górnik Zabrze;Radomiak Radom;15 lutego;17:30;10833;3;2
184;21;Jagiellonia Białystok;Motor Lublin;16 lutego;17:30;12439;3;0
185;21;Lech Poznań;Raków Częstochowa;14 lutego;20:30;28247;0;1
186;21;Legia Warszawa;Puszcza Niepołomice;15 lutego;20:15;18406;2;0
187;21;Stal Mielec;Pogoń Szczecin;16 lutego;12:15;4239;1;2
188;21;Śląsk Wrocław;Widzew Łódź;15 lutego;14:45;13096;3;0
189;21;Zagłębie Lubin;Lechia Gdańsk;17 lutego;19:00;2496;1;3
190;22;Cracovia;Jagiellonia Białystok;23 lutego;14:45;11482;2;2
191;22;Korona Kielce;Śląsk Wrocław;22 lutego;14:45;8962;2;0
192;22;Lech Poznań;Zagłębie Lubin;23 lutego;17:30;16610;3;1
193;22;Lechia Gdańsk;Puszcza Niepołomice;23 lutego;12:15;9140;0;2
194;22;Motor Lublin;GKS Katowice;24 lutego;19:00;11856;3;2
195;22;Piast Gliwice;Stal Mielec;21 lutego;18:00;3684;2;2
196;22;Radomiak Radom;Legia Warszawa;22 lutego;20:15;8227;3;1
197;22;Raków Częstochowa;Górnik Zabrze;21 lutego;20:30;5303;1;0
198;22;Widzew Łódź;Pogoń Szczecin;22 lutego;17:30;16473;0;4
199;23;Górnik Zabrze;Cracovia;28 lutego;20:30;12472;0;1
200;23;Jagiellonia Białystok;GKS Katowice;2 marca;17:30;14271;1;0
201;23;Legia Warszawa;Śląsk Wrocław;2 marca;14:45;24089;3;1
202;23;Pogoń Szczecin;Lech Poznań;1 marca;17:30;20562;0;3
203;23;Puszcza Niepołomice;Motor Lublin;2 marca;12:15;2000;0;1
204;23;Radomiak Radom;Widzew Łódź;28 lutego;18:00;6236;1;1
205;23;Raków Częstochowa;Lechia Gdańsk;3 marca;19:00;5500;3;1
206;23;Stal Mielec;Korona Kielce;1 marca;14:45;4778;0;1
207;23;Zagłębie Lubin;Piast Gliwice;1 marca;20:15;2834;0;1
208;24;Cracovia;Radomiak Radom;8 marca;14:45;11081;1;2
209;24;GKS Katowice;Zagłębie Lubin;9 marca;12:15;6751;1;0
210;24;Korona Kielce;Puszcza Niepołomice;7 marca;18:00;9996;2;1
211;24;Lech Poznań;Stal Mielec;8 marca;20:15;23281;3;1
212;24;Lechia Gdańsk;Górnik Zabrze;9 marca;14:45;10452;1;2
213;24;Motor Lublin;Legia Warszawa;10 marca;19:00;15200;3;3
214;24;Piast Gliwice;Raków Częstochowa;8 marca;17:30;6349;0;3
215;24;Śląsk Wrocław;Pogoń Szczecin;7 marca;20:30;12703;1;1
216;24;Widzew Łódź;Jagiellonia Białystok;9 marca;17:30;16768;0;1
217;25;Górnik Zabrze;Motor Lublin;15 marca;17:30;13179;4;0
218;25;Jagiellonia Białystok;Lech Poznań;16 marca;20:15;19957;2;1
219;25;Pogoń Szczecin;Cracovia;14 marca;20:30;19227;5;2
220;25;Puszcza Niepołomice;Piast Gliwice;16 marca;12:15;2000;2;1
221;25;Radomiak Radom;Lechia Gdańsk;14 marca;18:00;8421;2;1
222;25;Raków Częstochowa;Legia Warszawa;16 marca;17:30;5500;3;2
223;25;Stal Mielec;Śląsk Wrocław;15 marca;14:45;3612;1;4
224;25;Widzew Łódź;GKS Katowice;15 marca;20:15;17473;1;0
225;25;Zagłębie Lubin;Korona Kielce;16 marca;14:45;3464;1;1
226;26;Cracovia;Puszcza Niepołomice;29 marca;14:45;11530;3;1
227;26;GKS Katowice;Górnik Zabrze;30 marca;17:30;15048;2;1
228;26;Korona Kielce;Radomiak Radom;30 marca;12:15;14125;1;3
229;26;Lechia Gdańsk;Jagiellonia Białystok;29 marca;17:30;13147;1;0
230;26;Legia Warszawa;Pogoń Szczecin;28 marca;20:30;27424;0;0
231;26;Motor Lublin;Stal Mielec;30 marca;14:45;14195;4;1
232;26;Piast Gliwice;Widzew Łódź;28 marca;18:00;6363;0;2
233;26;Śląsk Wrocław;Lech Poznań;29 marca;20:15;33546;3;1
234;26;Zagłębie Lubin;Raków Częstochowa;31 marca;19:00;3521;0;2
235;27;Górnik Zabrze;Legia Warszawa;6 kwietnia;14:45;23438;1;2
236;27;Jagiellonia Białystok;Piast Gliwice;6 kwietnia;12:15;17440;1;1
237;27;Lech Poznań;Korona Kielce;5 kwietnia;20:15;37457;2;0
238;27;Pogoń Szczecin;GKS Katowice;6 kwietnia;17:30;19938;4;0
239;27;Puszcza Niepołomice;Raków Częstochowa;7 kwietnia;19:00;1900;1;1
240;27;Radomiak Radom;Zagłębie Lubin;5 kwietnia;14:45;8062;0;1
241;27;Stal Mielec;Cracovia;4 kwietnia;18:00;5184;1;1
242;27;Śląsk Wrocław;Motor Lublin;5 kwietnia;17:30;26361;1;1
243;27;Widzew Łódź;Lechia Gdańsk;4 kwietnia;20:30;17528;2;0
244;28;Cracovia;Śląsk Wrocław;12 kwietnia;17:30;12011;2;4
245;28;GKS Katowice;Puszcza Niepołomice;12 kwietnia;14:45;12132;3;1
246;28;Korona Kielce;Widzew Łódź;11 kwietnia;20:30;13752;2;1
247;28;Lechia Gdańsk;Stal Mielec;14 kwietnia;19:00;7501;3;2
248;28;Legia Warszawa;Jagiellonia Białystok;13 kwietnia;20:15;25347;0;1
249;28;Motor Lublin;Lech Poznań;13 kwietnia;17:30;15200;1;2
250;28;Piast Gliwice;Pogoń Szczecin;13 kwietnia;14:45;5729;2;1
251;28;Raków Częstochowa;Radomiak Radom;12 kwietnia;20:15;5426;2;1
252;28;Zagłębie Lubin;Górnik Zabrze;11 kwietnia;18:00;3936;2;1
253;29;Jagiellonia Białystok;Zagłębie Lubin;21 kwietnia;14:45;15231;1;3
254;29;Lech Poznań;Cracovia;21 kwietnia;20:15;27708;2;1
255;29;Legia Warszawa;Lechia Gdańsk;21 kwietnia;17:30;21841;2;1
256;29;Piast Gliwice;Korona Kielce;19 kwietnia;12:15;4620;1;1
257;29;Pogoń Szczecin;Raków Częstochowa;19 kwietnia;20:15;19655;1;0
258;29;Puszcza Niepołomice;Radomiak Radom;21 kwietnia;12:15;2000;2;2
259;29;Stal Mielec;Górnik Zabrze;22 kwietnia;19:00;4943;0;0
260;29;Śląsk Wrocław;GKS Katowice;19 kwietnia;14:45;21006;0;2
261;29;Widzew Łódź;Motor Lublin;19 kwietnia;17:30;17246;1;2
262;30;GKS Katowice;Legia Warszawa;26 kwietnia;20:15;14611;1;3
263;30;Górnik Zabrze;Widzew Łódź;27 kwietnia;14:45;18441;0;0
264;30;Korona Kielce;Jagiellonia Białystok;27 kwietnia;12:15;14165;3;1
265;30;Lechia Gdańsk;Piast Gliwice;26 kwietnia;14:45;9434;3;1
266;30;Motor Lublin;Cracovia;26 kwietnia;17:30;14767;0;1
267;30;Puszcza Niepołomice;Pogoń Szczecin;25 kwietnia;18:00;1800;4;5
268;30;Radomiak Radom;Lech Poznań;27 kwietnia;17:30;8317;2;2
269;30;Raków Częstochowa;Śląsk Wrocław;25 kwietnia;20:30;5500;3;0
270;30;Zagłębie Lubin;Stal Mielec;28 kwietnia;19:00;3873;2;2
271;31;Cracovia;Lechia Gdańsk;4 maja;14:45;11303;0;2
272;31;Jagiellonia Białystok;Górnik Zabrze;4 maja;17:30;19070;1;1
273;31;Korona Kielce;GKS Katowice;5 maja;19:00;10905;2;1
274;31;Lech Poznań;Puszcza Niepołomice;3 maja;20:15;25226;8;1
275;31;Piast Gliwice;Radomiak Radom;4 maja;12:15;4045;0;0
276;31;Pogoń Szczecin;Motor Lublin;14 maja;20:30;13662;3;0
277;31;Stal Mielec;Raków Częstochowa;3 maja;14:45;5893;0;2
278;31;Śląsk Wrocław;Zagłębie Lubin;3 maja;17:30;29987;3;1
279;31;Widzew Łódź;Legia Warszawa;15 maja;20:30;17492;0;2
280;32;GKS Katowice;Cracovia;11 maja;14:45;13853;2;1
281;32;Górnik Zabrze;Śląsk Wrocław;9 maja;20:30;13428;2;0
282;32;Lechia Gdańsk;Korona Kielce;11 maja;12:15;13507;3;2
283;32;Legia Warszawa;Lech Poznań;11 maja;17:30;27341;0;1
284;32;Motor Lublin;Piast Gliwice;9 maja;18:00;13344;1;4
285;32;Puszcza Niepołomice;Stal Mielec;12 maja;19:00;1970;2;3
286;32;Radomiak Radom;Pogoń Szczecin;10 maja;14:45;8210;2;0
287;32;Raków Częstochowa;Jagiellonia Białystok;10 maja;20:15;5500;1;2
288;32;Zagłębie Lubin;Widzew Łódź;10 maja;17:30;5892;2;1
289;33;Cracovia;Legia Warszawa;18 maja;14:45;13709;3;1
290;33;GKS Katowice;Lech Poznań;18 maja;17:30;14325;2;2
291;33;Korona Kielce;Raków Częstochowa;17 maja;20:15;14127;1;1
292;33;Motor Lublin;Zagłębie Lubin;18 maja;12:15;12265;1;0
293;33;Piast Gliwice;Górnik Zabrze;17 maja;17:30;9361;2;0
294;33;Pogoń Szczecin;Lechia Gdańsk;17 maja;14:45;19917;3;3
295;33;Stal Mielec;Radomiak Radom;16 maja;18:00;4418;2;2
296;33;Śląsk Wrocław;Jagiellonia Białystok;16 maja;20:30;20393;1;1
297;33;Widzew Łódź;Puszcza Niepołomice;19 maja;19:00;15879;2;0
298;34;Górnik Zabrze;Korona Kielce;24 maja;17:30;21152;1;1
299;34;Jagiellonia Białystok;Pogoń Szczecin;24 maja;17:30;20607;1;1
300;34;Lech Poznań;Piast Gliwice;24 maja;17:30;41109;1;0
301;34;Lechia Gdańsk;GKS Katowice;24 maja;17:30;15000;2;3
302;34;Legia Warszawa;Stal Mielec;24 maja;17:30;25344;2;2
303;34;Puszcza Niepołomice;Śląsk Wrocław;24 maja;17:30;1983;1;1
304;34;Radomiak Radom;Motor Lublin;24 maja;17:30;8555;2;3
305;34;Raków Częstochowa;Widzew Łódź;24 maja;17:30;5500;2;1
306;34;Zagłębie Lubin;Cracovia;24 maja;17:30;5441;1;2
