MatchId;Round;Host;Guest;Date;Hour;Attendance;HostGoals;GuestGoals
44;5;Wisła Płock;Zagłębie Lubin;20 sierpnia;18:00;1500;4;0
45;5;Górnik Łęczna;Wisła Kraków;21 sierpnia;20:00;4014;1;3
46;6;Bruk-Bet Termalica Nieciecza;Cracovia;28 sierpnia;12:30;3528;1;2
47;6;Górnik Zabrze;Piast Gliwice;28 sierpnia;20:00;18652;0;1
48;6;Lech Poznań;Pogoń Szczecin;28 sierpnia;17:30;17611;1;1
49;6;Lechia Gdańsk;Radomiak Radom;28 sierpnia;15:00;8456;2;2
50;6;Stal Mielec;Górnik Łęczna;27 sierpnia;18:00;3185;2;0
51;6;Warta Poznań;Jagiellonia Białystok;27 sierpnia;20:30;1826;1;1
52;6;Wisła Kraków;Legia Warszawa;29 sierpnia;17:30;23717;1;0
53;6;Wisła Płock;Raków Częstochowa;29 sierpnia;12:30;1500;1;1
54;6;Zagłębie Lubin;Śląsk Wrocław;29 sierpnia;15:00;4120;1;3
55;7;Cracovia;Górnik Zabrze;11 września;15:00;6836;2;2
56;7;Jagiellonia Białystok;Stal Mielec;11 września;17:30;6847;1;1
57;7;Piast Gliwice;Zagłębie Lubin;12 września;12:30;3672;0;1
58;7;Radomiak Radom;Pogoń Szczecin;13 września;20:30;4483;1;1
59;7;Raków Częstochowa;Lech Poznań;12 września;17:30;5200;2;2
60;7;Śląsk Wrocław;Legia Warszawa;11 września;20:00;21997;1;0
61;7;Warta Poznań;Bruk-Bet Termalica Nieciecza;11 września;12:30;1347;0;0
62;7;Wisła Kraków;Lechia Gdańsk;12 września;15:00;15869;2;2
63;7;Górnik Łęczna;Wisła Płock;13 września;18:00;2112;3;2
64;8;Górnik Zabrze;Warta Poznań;19 września;15:00;10126;1;0
65;8;Lech Poznań;Wisła Kraków;17 września;20:30;26890;5;0
66;8;Lechia Gdańsk;Piast Gliwice;18 września;20:00;6491;1;0
67;8;Legia Warszawa;Górnik Łęczna;19 września;17:30;14264;3;1
68;8;Pogoń Szczecin;Cracovia;18 września;15:00;7833;1;1
69;8;Radomiak Radom;Śląsk Wrocław;18 września;17:30;4454;1;1
70;8;Stal Mielec;Raków Częstochowa;19 września;12:30;3125;0;3
71;8;Wisła Płock;Jagiellonia Białystok;18 września;12:30;1000;3;0
72;8;Zagłębie Lubin;Bruk-Bet Termalica Nieciecza;17 września;18:00;2151;2;1
73;9;Bruk-Bet Termalica Nieciecza;Górnik Zabrze;26 września;12:30;4028;3;1
74;9;Jagiellonia Białystok;Lech Poznań;24 września;20:30;6779;1;0
75;9;Legia Warszawa;Raków Częstochowa;25 września;20:00;15870;2;3
76;9;Piast Gliwice;Cracovia;27 września;18:00;3140;2;4
77;9;Stal Mielec;Radomiak Radom;25 września;15:00;2098;1;0
78;9;Śląsk Wrocław;Wisła Płock;26 września;15:00;8087;3;1
79;9;Warta Poznań;Zagłębie Lubin;25 września;17:30;1811;0;2
80;9;Wisła Kraków;Pogoń Szczecin;26 września;17:30;15017;0;1
81;9;Górnik Łęczna;Lechia Gdańsk;24 września;18:00;2499;0;4
82;10;Cracovia;Stal Mielec;2 października;15:00;6566;3;3
83;10;Górnik Zabrze;Wisła Płock;2 października;20:00;7438;4;2
84;10;Lech Poznań;Śląsk Wrocław;2 października;17:30;28808;4;0
85;10;Lechia Gdańsk;Legia Warszawa;3 października;17:30;23574;3;1
86;10;Piast Gliwice;Wisła Kraków;1 października;20:30;4420;1;0
87;10;Pogoń Szczecin;Górnik Łęczna;3 października;15:00;6421;4;1
88;10;Radomiak Radom;Bruk-Bet Termalica Nieciecza;2 października;12:30;4212;1;1
89;10;Raków Częstochowa;Warta Poznań;3 października;12:30;4829;3;0
90;10;Zagłębie Lubin;Jagiellonia Białystok;1 października;18:00;2735;0;1
91;11;Bruk-Bet Termalica Nieciecza;Lechia Gdańsk;16 października;15:00;3012;0;2
92;11;Cracovia;Warta Poznań;17 października;15:00;6029;2;0
93;11;Górnik Zabrze;Wisła Kraków;16 października;17:30;15079;0;1
94;11;Jagiellonia Białystok;Radomiak Radom;18 października;20:30;5350;1;1
95;11;Legia Warszawa;Lech Poznań;17 października;17:30;25702;0;1
96;11;Stal Mielec;Zagłębie Lubin;18 października;18:00;2173;4;2
97;11;Śląsk Wrocław;Raków Częstochowa;16 października;20:00;13198;1;2
98;11;Wisła Płock;Pogoń Szczecin;17 października;12:30;1000;1;0
99;11;Górnik Łęczna;Piast Gliwice;16 października;12:30;2043;1;1
100;12;Lech Poznań;Wisła Płock;22 października;20:30;20077;4;1
101;12;Lechia Gdańsk;Górnik Zabrze;23 października;15:00;10935;1;1
102;12;Piast Gliwice;Legia Warszawa;24 października;20:00;4755;4;1
103;12;Pogoń Szczecin;Jagiellonia Białystok;23 października;17:30;6512;4;1
104;12;Radomiak Radom;Górnik Łęczna;22 października;18:00;3854;3;1
105;12;Raków Częstochowa;Bruk-Bet Termalica Nieciecza;23 października;12:30;4007;3;2
106;12;Warta Poznań;Stal Mielec;24 października;17:30;1217;0;0
107;12;Wisła Kraków;Śląsk Wrocław;23 października;20:00;13563;0;5
108;12;Zagłębie Lubin;Cracovia;24 października;15:00;2335;1;1
109;13;Bruk-Bet Termalica Nieciecza;Śląsk Wrocław;30 października;12:30;2894;4;3
110;13;Cracovia;Radomiak Radom;29 października;18:00;6787;1;2
111;13;Górnik Zabrze;Zagłębie Lubin;30 października;17:30;7904;0;0
112;13;Jagiellonia Białystok;Piast Gliwice;30 października;20:00;5149;3;3
113;13;Legia Warszawa;Pogoń Szczecin;31 października;17:30;15478;0;2
114;13;Stal Mielec;Lech Poznań;29 października;20:30;6200;0;0
115;13;Warta Poznań;Lechia Gdańsk;30 października;15:00;1140;0;2
116;13;Wisła Płock;Wisła Kraków;31 października;12:30;1000;2;0
117;13;Górnik Łęczna;Raków Częstochowa;31 października;15:00;2367;0;0
118;14;Lechia Gdańsk;Zagłębie Lubin;6 listopada;17:30;6416;2;1
119;14;Legia Warszawa;Stal Mielec;7 listopada;17:30;14119;1;3
120;14;Piast Gliwice;Warta Poznań;6 listopada;12:30;2944;0;1
121;14;Radomiak Radom;Górnik Zabrze;6 listopada;15:00;4444;1;0
122;14;Raków Częstochowa;Pogoń Szczecin;7 listopada;15:00;5200;0;0
123;14;Śląsk Wrocław;Jagiellonia Białystok;5 listopada;20:30;7723;2;2
124;14;Wisła Kraków;Cracovia;7 listopada;20:00;25317;1;0
125;14;Wisła Płock;Bruk-Bet Termalica Nieciecza;5 listopada;18:00;1000;1;1
126;14;Górnik Łęczna;Lech Poznań;6 listopada;20:00;4528;1;1
127;15;Bruk-Bet Termalica Nieciecza;Górnik Łęczna;21 listopada;12:30;2289;1;1
128;15;Cracovia;Raków Częstochowa;22 listopada;20:30;6058;1;0
129;15;Górnik Zabrze;Legia Warszawa;21 listopada;17:30;23103;3;2
130;15;Jagiellonia Białystok;Wisła Kraków;20 listopada;15:00;5411;3;1
131;15;Lech Poznań;Piast Gliwice;20 listopada;20:00;18055;1;0
132;15;Pogoń Szczecin;Śląsk Wrocław;21 listopada;15:00;6994;2;1
133;15;Stal Mielec;Lechia Gdańsk;20 listopada;17:30;4224;3;3
134;15;Warta Poznań;Wisła Płock;20 listopada;12:30;1179;1;2
135;15;Zagłębie Lubin;Radomiak Radom;22 listopada;18:00;1516;0;2
136;16;Lech Poznań;Warta Poznań;28 listopada;15:00;22799;2;0
137;16;Legia Warszawa;Jagiellonia Białystok;28 listopada;17:30;14969;1;0
138;16;Piast Gliwice;Bruk-Bet Termalica Nieciecza;26 listopada;18:00;2339;2;1
139;16;Pogoń Szczecin;Lechia Gdańsk;27 listopada;17:30;7248;5;1
140;16;Raków Częstochowa;Zagłębie Lubin;27 listopada;20:00;3146;4;0
141;16;Śląsk Wrocław;Stal Mielec;27 listopada;15:00;5873;2;1
142;16;Wisła Kraków;Radomiak Radom;26 listopada;20:30;10150;0;1
143;16;Wisła Płock;Cracovia;28 listopada;12:30;2589;2;1
144;16;Górnik Łęczna;Górnik Zabrze;27 listopada;12:30;2347;1;2
145;17;Bruk-Bet Termalica Nieciecza;Pogoń Szczecin;4 grudnia;15:00;2054;1;3
146;17;Cracovia;Legia Warszawa;5 grudnia;20:00;10214;1;0
147;17;Górnik Zabrze;Śląsk Wrocław;3 grudnia;20:30;9455;3;1
148;17;Jagiellonia Białystok;Górnik Łęczna;4 grudnia;17:30;4421;1;2
149;17;Lechia Gdańsk;Raków Częstochowa;4 grudnia;20:00;6393;3;1
150;17;Radomiak Radom;Piast Gliwice;14 grudnia;18:45;0;2;2
151;17;Stal Mielec;Wisła Płock;3 grudnia;18:00;2352;2;1
152;17;Warta Poznań;Wisła Kraków;6 grudnia;18:00;1088;1;1
153;17;Zagłębie Lubin;Lech Poznań;5 grudnia;17:30;5213;2;3
154;18;Cracovia;Górnik Łęczna;12 grudnia;12:30;5749;0;2
155;18;Górnik Zabrze;Pogoń Szczecin;12 grudnia;17:30;10012;2;2
156;18;Lechia Gdańsk;Jagiellonia Białystok;11 grudnia;20:00;5170;1;2
157;18;Radomiak Radom;Lech Poznań;11 grudnia;15:00;4491;2;1
158;18;Raków Częstochowa;Piast Gliwice;10 grudnia;20:30;2577;1;0
159;18;Stal Mielec;Bruk-Bet Termalica Nieciecza;10 grudnia;18:00;2943;1;0
160;18;Warta Poznań;Śląsk Wrocław;13 grudnia;18:00;1208;2;1
161;18;Wisła Płock;Legia Warszawa;12 grudnia;15:00;3100;1;0
162;18;Zagłębie Lubin;Wisła Kraków;11 grudnia;17:30;1425;2;1
163;19;Raków Częstochowa;Jagiellonia Białystok;18 grudnia;20:00;2791;5;0
164;19;Lech Poznań;Górnik Zabrze;19 grudnia;15:00;15852;2;1
165;19;Legia Warszawa;Radomiak Radom;19 grudnia;17:30;16977;0;3
166;19;Piast Gliwice;Stal Mielec;18 grudnia;12:30;2419;1;1
167;19;Pogoń Szczecin;Warta Poznań;18 grudnia;15:00;6488;1;1
168;19;Śląsk Wrocław;Cracovia;18 grudnia;17:30;5893;0;2
169;19;Wisła Kraków;Bruk-Bet Termalica Nieciecza;17 grudnia;18:00;9007;3;0
170;19;Wisła Płock;Lechia Gdańsk;17 grudnia;20:30;2354;1;0
171;19;Górnik Łęczna;Zagłębie Lubin;19 grudnia;12:30;2204;2;1
172;20;Bruk-Bet Termalica Nieciecza;Jagiellonia Białystok;4 lutego;18:00;1376;2;1
173;20;Cracovia;Lech Poznań;6 lutego;17:30;7126;3;3
174;20;Lechia Gdańsk;Śląsk Wrocław;5 lutego;20:00;6431;2;0
175;20;Piast Gliwice;Pogoń Szczecin;5 lutego;17:30;3233;0;2
176;20;Radomiak Radom;Wisła Płock;7 lutego;18:00;3934;1;1
177;20;Raków Częstochowa;Wisła Kraków;6 lutego;15:00;3823;2;0
178;20;Stal Mielec;Górnik Zabrze;5 lutego;15:00;2994;1;2
179;20;Warta Poznań;Górnik Łęczna;6 lutego;12:30;924;1;1
180;20;Zagłębie Lubin;Legia Warszawa;4 lutego;20:30;5237;1;3
181;21;Cracovia;Lechia Gdańsk;11 lutego;20:30;5568;2;0
182;21;Górnik Zabrze;Jagiellonia Białystok;14 lutego;18:00;9269;1;2
183;21;Lech Poznań;Bruk-Bet Termalica Nieciecza;12 lutego;20:00;13151;5;0
184;21;Legia Warszawa;Warta Poznań;13 lutego;17:30;12137;0;1
185;21;Pogoń Szczecin;Zagłębie Lubin;13 lutego;15:00;8103;2;1
186;21;Radomiak Radom;Raków Częstochowa;12 lutego;17:30;4467;0;1
187;21;Wisła Kraków;Stal Mielec;12 lutego;15:00;11484;0;1
188;21;Wisła Płock;Piast Gliwice;13 lutego;12:30;2516;0;2
189;21;Górnik Łęczna;Śląsk Wrocław;11 lutego;18:00;2302;1;1
190;22;Bruk-Bet Termalica Nieciecza;Legia Warszawa;19 lutego;20:00;4564;0;0
191;22;Górnik Zabrze;Raków Częstochowa;20 lutego;15:00;10544;1;1
192;22;Jagiellonia Białystok;Cracovia;19 lutego;15:00;6172;0;0
193;22;Lechia Gdańsk;Lech Poznań;20 lutego;17:30;11002;1;0
194;22;Stal Mielec;Pogoń Szczecin;18 lutego;20:30;3588;0;1
195;22;Śląsk Wrocław;Piast Gliwice;19 lutego;17:30;5819;1;3
196;22;Warta Poznań;Radomiak Radom;20 lutego;12:30;1566;3;1
197;22;Wisła Kraków;Górnik Łęczna;21 lutego;18:00;10269;0;0
198;22;Zagłębie Lubin;Wisła Płock;18 lutego;18:00;2562;3;1
199;23;Cracovia;Bruk-Bet Termalica Nieciecza;28 lutego;18:00;5383;1;2
200;23;Jagiellonia Białystok;Warta Poznań;27 lutego;12:30;5179;1;1
201;23;Legia Warszawa;Wisła Kraków;25 lutego;20:30;14612;2;1
202;23;Piast Gliwice;Górnik Zabrze;26 lutego;20:00;4747;0;0
203;23;Pogoń Szczecin;Lech Poznań;26 lutego;15:00;9138;0;3
204;23;Radomiak Radom;Lechia Gdańsk;27 lutego;15:00;4198;2;0
205;23;Raków Częstochowa;Wisła Płock;25 lutego;18:00;3107;2;0
206;23;Śląsk Wrocław;Zagłębie Lubin;27 lutego;17:30;10151;0;0
207;23;Górnik Łęczna;Stal Mielec;26 lutego;17:30;2000;2;0
208;24;Bruk-Bet Termalica Nieciecza;Warta Poznań;5 marca;15:00;1474;1;0
209;24;Górnik Zabrze;Cracovia;6 marca;15:00;8544;3;0
210;24;Lech Poznań;Raków Częstochowa;6 marca;17:30;27534;0;1
211;24;Lechia Gdańsk;Wisła Kraków;5 marca;20:00;6302;1;1
212;24;Legia Warszawa;Śląsk Wrocław;7 marca;19:00;8677;1;0
213;24;Pogoń Szczecin;Radomiak Radom;4 marca;20:30;8051;4;0
214;24;Stal Mielec;Jagiellonia Białystok;4 marca;18:00;3109;1;1
215;24;Wisła Płock;Górnik Łęczna;6 marca;12:30;2139;3;1
216;24;Zagłębie Lubin;Piast Gliwice;5 marca;17:30;2563;0;0
217;25;Bruk-Bet Termalica Nieciecza;Zagłębie Lubin;11 marca;18:00;1631;0;2
218;25;Cracovia;Pogoń Szczecin;12 marca;20:00;7134;1;1
219;25;Jagiellonia Białystok;Wisła Płock;13 marca;12:30;5436;0;1
220;25;Piast Gliwice;Lechia Gdańsk;12 marca;17:30;3017;1;0
221;25;Raków Częstochowa;Stal Mielec;14 marca;18:00;4028;2;1
222;25;Śląsk Wrocław;Radomiak Radom;13 marca;15:00;5405;0;0
223;25;Warta Poznań;Górnik Zabrze;12 marca;15:00;2105;2;1
224;25;Wisła Kraków;Lech Poznań;13 marca;17:30;21068;1;1
225;25;Górnik Łęczna;Legia Warszawa;11 marca;20:30;6006;0;1
226;26;Cracovia;Piast Gliwice;20 marca;15:00;5672;0;1
227;26;Górnik Zabrze;Bruk-Bet Termalica Nieciecza;20 marca;17:30;10671;1;1
228;26;Lech Poznań;Jagiellonia Białystok;19 marca;20:00;40072;3;0
229;26;Lechia Gdańsk;Górnik Łęczna;19 marca;17:30;4817;2;0
230;26;Pogoń Szczecin;Wisła Kraków;18 marca;20:30;8874;4;1
231;26;Radomiak Radom;Stal Mielec;20 marca;12:30;4111;1;1
232;26;Raków Częstochowa;Legia Warszawa;19 marca;15:00;5200;1;1
233;26;Wisła Płock;Śląsk Wrocław;19 marca;12:30;3021;1;2
234;26;Zagłębie Lubin;Warta Poznań;18 marca;18:00;3637;0;4
235;27;Bruk-Bet Termalica Nieciecza;Radomiak Radom;3 kwietnia;12:30;2109;1;1
236;27;Jagiellonia Białystok;Zagłębie Lubin;3 kwietnia;15:00;5194;2;1
237;27;Legia Warszawa;Lechia Gdańsk;2 kwietnia;20:00;18652;2;1
238;27;Stal Mielec;Cracovia;1 kwietnia;18:00;3364;1;2
239;27;Śląsk Wrocław;Lech Poznań;1 kwietnia;20:30;14112;0;1
240;27;Warta Poznań;Raków Częstochowa;2 kwietnia;15:00;2362;0;2
241;27;Wisła Kraków;Piast Gliwice;3 kwietnia;17:30;12007;2;2
242;27;Wisła Płock;Górnik Zabrze;4 kwietnia;18:00;3015;3;2
243;27;Górnik Łęczna;Pogoń Szczecin;2 kwietnia;17:30;2385;0;4
244;28;Lech Poznań;Legia Warszawa;9 kwietnia;17:30;39225;1;1
245;28;Lechia Gdańsk;Bruk-Bet Termalica Nieciecza;9 kwietnia;20:00;4677;2;0
246;28;Piast Gliwice;Górnik Łęczna;9 kwietnia;15:00;2757;1;0
247;28;Pogoń Szczecin;Wisła Płock;8 kwietnia;20:30;8886;1;2
248;28;Radomiak Radom;Jagiellonia Białystok;11 kwietnia;18:00;3599;2;2
249;28;Raków Częstochowa;Śląsk Wrocław;10 kwietnia;17:30;5500;1;1
250;28;Warta Poznań;Cracovia;10 kwietnia;12:30;1237;1;0
251;28;Wisła Kraków;Górnik Zabrze;10 kwietnia;15:00;17135;4;1
252;28;Zagłębie Lubin;Stal Mielec;8 kwietnia;18:00;2079;3;1
253;29;Bruk-Bet Termalica Nieciecza;Raków Częstochowa;16 kwietnia;15:00;2219;0;3
254;29;Cracovia;Zagłębie Lubin;18 kwietnia;12:30;5549;1;0
255;29;Górnik Zabrze;Lechia Gdańsk;18 kwietnia;17:30;8432;1;3
256;29;Jagiellonia Białystok;Pogoń Szczecin;16 kwietnia;17:30;6486;1;2
257;29;Legia Warszawa;Piast Gliwice;18 kwietnia;20:00;10699;0;1
258;29;Stal Mielec;Warta Poznań;16 kwietnia;12:30;2718;0;1
259;29;Śląsk Wrocław;Wisła Kraków;18 kwietnia;15:00;7291;1;1
260;29;Wisła Płock;Lech Poznań;16 kwietnia;20:00;3105;0;1
261;29;Górnik Łęczna;Radomiak Radom;16 kwietnia;12:30;2092;1;0
262;30;Lech Poznań;Stal Mielec;24 kwietnia;12:30;26352;3;1
263;30;Lechia Gdańsk;Warta Poznań;23 kwietnia;20:00;6455;2;0
264;30;Piast Gliwice;Jagiellonia Białystok;23 kwietnia;17:30;3607;2;1
265;30;Pogoń Szczecin;Legia Warszawa;24 kwietnia;17:30;8914;3;1
266;30;Radomiak Radom;Cracovia;22 kwietnia;18:00;3663;0;1
267;30;Raków Częstochowa;Górnik Łęczna;24 kwietnia;15:00;4016;2;1
268;30;Śląsk Wrocław;Bruk-Bet Termalica Nieciecza;23 kwietnia;15:00;5711;0;4
269;30;Wisła Kraków;Wisła Płock;25 kwietnia;19:00;12776;3;4
270;30;Zagłębie Lubin;Górnik Zabrze;22 kwietnia;20:30;3387;2;4
271;31;Bruk-Bet Termalica Nieciecza;Wisła Płock;1 maja;15:00;2591;1;0
272;31;Cracovia;Wisła Kraków;1 maja;17:30;14191;0;0
273;31;Górnik Zabrze;Radomiak Radom;29 kwietnia;20:30;10900;0;0
274;31;Jagiellonia Białystok;Śląsk Wrocław;30 kwietnia;15:00;6846;1;1
275;31;Lech Poznań;Górnik Łęczna;20 kwietnia;18:00;12140;3;0
276;31;Pogoń Szczecin;Raków Częstochowa;20 kwietnia;20:30;9076;1;2
277;31;Stal Mielec;Legia Warszawa;30 kwietnia;20:00;5872;2;1
278;31;Warta Poznań;Piast Gliwice;29 kwietnia;18:00;1489;2;3
279;31;Zagłębie Lubin;Lechia Gdańsk;30 kwietnia;17:30;3240;2;2
280;32;Lechia Gdańsk;Stal Mielec;8 maja;12:30;11303;3;2
281;32;Legia Warszawa;Górnik Zabrze;6 maja;20:30;16144;5;3
282;32;Piast Gliwice;Lech Poznań;8 maja;17:30;6895;1;2
283;32;Radomiak Radom;Zagłębie Lubin;6 maja;18:00;2951;1;6
284;32;Raków Częstochowa;Cracovia;8 maja;15:00;5500;1;1
285;32;Śląsk Wrocław;Pogoń Szczecin;7 maja;17:30;10166;1;1
286;32;Wisła Kraków;Jagiellonia Białystok;7 maja;20:00;18198;0;0
287;32;Wisła Płock;Warta Poznań;7 maja;15:00;3003;0;3
288;32;Górnik Łęczna;Bruk-Bet Termalica Nieciecza;9 maja;18:00;2346;1;1
289;33;Bruk-Bet Termalica Nieciecza;Piast Gliwice;14 maja;12:30;2368;0;1
290;33;Cracovia;Wisła Płock;13 maja;18:00;7138;3;0
291;33;Górnik Zabrze;Górnik Łęczna;15 maja;15:00;14065;4;2
292;33;Jagiellonia Białystok;Legia Warszawa;13 maja;20:30;15383;2;2
293;33;Lechia Gdańsk;Pogoń Szczecin;14 maja;20:00;13870;0;0
294;33;Radomiak Radom;Wisła Kraków;15 maja;17:30;4304;4;2
295;33;Stal Mielec;Śląsk Wrocław;15 maja;12:30;5359;1;1
296;33;Warta Poznań;Lech Poznań;14 maja;15:00;4820;1;2
297;33;Zagłębie Lubin;Raków Częstochowa;14 maja;17:30;6072;1;0
298;34;Lech Poznań;Zagłębie Lubin;21 maja;17:30;41008;2;1
299;34;Legia Warszawa;Cracovia;21 maja;17:30;20803;3;0
300;34;Piast Gliwice;Radomiak Radom;21 maja;17:30;4384;1;1
301;34;Pogoń Szczecin;Bruk-Bet Termalica Nieciecza;21 maja;17:30;8783;2;2
302;34;Raków Częstochowa;Lechia Gdańsk;21 maja;17:30;5500;3;0
303;34;Śląsk Wrocław;Górnik Zabrze;21 maja;17:30;11770;3;4
304;34;Wisła Kraków;Warta Poznań;21 maja;17:30;15117;0;1
305;34;Wisła Płock;Stal Mielec;21 maja;17:30;3021;3;0
306;34;Górnik Łęczna;Jagiellonia Białystok;21 maja;17:30;2530;0;1
